pmid,title,firstAuthor,authors,affiliations,link
41162758,[Resuscitative endovascular balloon occlusion of the aorta-REBOA for bleeding control in the prehospital context : Overview of available cases and evaluation of the evidence].,Hilbert-Carius Peter,Hilbert-Carius Peter; Wrigge H; Streibert F; Lautenschläger M; Großstück A,"Klinik für Anästhesiologie, Intensiv- und Notfallmedizin, Schmerztherapie, Bergmannstrost BG Klinikum Halle gGmbH, Merseburgerstr. 165, 06112, Halle (Saale), Deutschland. peter.hilbert@bergmannstrost.de. | Klinik für Anästhesiologie, Intensiv- und Notfallmedizin, Schmerztherapie, Bergmannstrost BG Klinikum Halle gGmbH, Merseburgerstr. 165, 06112, Halle (Saale), Deutschland. | Medizinische Fakultät, Martin-Luther-Universität Halle/Wittenberg, Ernst-Grube-Str. 40, 06097, Halle (Saale), Deutschland.",https://pubmed.ncbi.nlm.nih.gov/41162758/
41162673,[Beta-blockers following myocardial infarction without heart failure: their role in the era of coronary reperfusion].,Lee Samuel,Lee Samuel; Baldus Stephan,"Klinik III für Innere Medizin, Medizinische Fakultät und Uniklinik Köln, Universität zu Köln, Kerpener Str. 62, 50937, Köln, Deutschland. samuel.lee@uk-koeln.de. | Klinik III für Innere Medizin, Medizinische Fakultät und Uniklinik Köln, Universität zu Köln, Kerpener Str. 62, 50937, Köln, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/41162673/
41162602,"[Lumbago (""Hexenschuss"") and sciatica (""Ischias""): historical and current : Origins and significance of these common ""back pain diagnoses""].",Klessinger Stephan,Klessinger Stephan,"Neurochirurgie Biberach, Eichendorffweg 5, 88400, Biberach, Deutschland. klessinger@neurochirurgie-bc.de.",https://pubmed.ncbi.nlm.nih.gov/41162602/
41162601,[Structured care of patients with osteoporosis in Germany : Disease Management Program and Fracture Liaison Service].,Kurth Andreas A,Kurth Andreas A; Maus Uwe; Niedhardt Christopher,"Orthopädisches Privatinstitut Dr. Baron & Kollegen, Goethestraße 31-33, 60313, Frankfurt/Main, Deutschland. ahakurth@t-online.de. | Johann Wolfgang Goethe-Universität Frankfurt am Main, Frankfurt/Main, Deutschland. ahakurth@t-online.de. | Klinik für Orthopädie und Unfallchirurgie, Heinrich-Heine-Universität, Düsseldorf, Deutschland. | Orthopädisches Zentrum, Heinsdorf, Deutschland. | RWTH Aachen, Aachen, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/41162601/
41161327,[Update: Organ Donation and Preservation].,Lang Gyoergy,Lang Gyoergy; Lang Christian,"Klinik für Thoraxchirurgie, UniversitätsSpital Zürich, Zürich, Schweiz. | Universitätsklinik für Thoraxchirurgie, Medizinische Universität Wien, Wien, Österreich. | Klinische Abteilung für Pulmologie, Universitätsklinik für Innere Medizin II, Medizinische Universität Wien, Wien, Österreich.",https://pubmed.ncbi.nlm.nih.gov/41161327/
41160239,[Herbal treatment options for post-viral symptoms and long COVID].,Krassnig Katharina,Krassnig Katharina; Bauer Rudolf; Glasl Sabine; Haubenberger Peter; Evanzin Heinrich Justin; Schneider Kurt; Margotti Desiree,"Wiener Schule für Traditionelle Chinesische Medizin, Wien, Österreich. | Institut für Pharmazeutische Wissenschaften, Universität Graz, Graz, Österreich. | Abteilung für Pharmakognosie, Dpt. für Pharmazeutische Wissenschaften, Universität Wien, Wien, Österreich. | Primärversorgungseinheit Wien West, Wien, Österreich. | Landesklinikum Mistelbach-Gänserndorf, Mistelbach, Österreich. | Österreichische Gesellschaft für Phytotherapie (ÖGPHYT), Wien, Österreich. info@phytotherapie.at.",https://pubmed.ncbi.nlm.nih.gov/41160239/
41160165,[What to do with device-detected atrial fibrillation? : Executive summary of the position paper of the German Society of Cardiology].,Tönnis Tobias,Tönnis Tobias; Becher Nina; Birkemeyer Ralf; Duncker David; Eckardt Lars; Gröschel Klaus; Linz Dominik; Meyer Christian; Straube Florian; Sultan Arian; Wachter Rolf; Zylla Maura; Kirchhof Paulus,"Klinik für Kardiologie, Universitätsklinikum Hamburg-Eppendorf, Universitäres Herz- und Gefäßzentrum, Martinistraße 52, 20246, Hamburg, Deutschland. t.toennis@uke.de. | Klinik für Kardiologie, Universitätsklinikum Hamburg-Eppendorf, Universitäres Herz- und Gefäßzentrum, Martinistraße 52, 20246, Hamburg, Deutschland. | Herzklinik Ulm, Ulm, Deutschland. | Hannover Herzrhythmus Centrum, Klinik für Kardiologie und Angiologie, Medizinische Hochschule Hannover, Hannover, Deutschland. | Klinik für Kardiologie II, Universitätsklinikum Münster (UKM), Münster, Deutschland. | Kommission für Klinische Kardiovaskuläre Medizin, Deutsche Gesellschaft für Kardiologie, Düsseldorf, Deutschland. | Klinik und Poliklinik für Neurologie, Universitätsmedizin der Johannes Gutenberg-Universität Mainz, Mainz, Deutschland. | Maastricht UMC Heart + Vascular Center Department of Cardiology, Maastricht, Niederlande. | Evangelisches Krankenhaus Düsseldorf Klinik für Kardiologie, Düsseldorf, Deutschland. | Klinik für Kardiologie und Internistische Intensivmedizin, München Klinik Bogenhausen, München, Deutschland. | Abteilung für Kardiologie, Asklepios Klinik St. Georg, Hamburg, Deutschland. | Universitätsklinikum Leipzig Klinik und Poliklinik für Kardiologie, Leipzig, Deutschland. | Kardiologie, Angiologie u. Pneumologie, Universitätsklinikum Heidelberg Klinik für Innere Med. III, Heidelberg, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/41160165/
41160164,[Modular heart rhythm management : EMPOWER™ leadless pacemaker as an add-on to the EMBLEM™ S-ICD].,Rudic Boris,Rudic Boris; Dürschmied Daniel; Akin Ibrahim; Kuschyk Jürgen,"I. Medizinische Klinik - Kardiologie, Angiologie, Intensivmedizin, Universitätsmedizin Mannheim, Theodor-Kutzer-Ufer 1, 68167, Mannheim, Deutschland. boris.rudic@umm.de. | Deutsches Zentrum für Herz-Kreislauf-Forschung (DZHK), Ruprecht-Karls-Universität Heidelberg, Medizinische Fakultät Mannheim, Mannheim, Deutschland. boris.rudic@umm.de. | I. Medizinische Klinik - Kardiologie, Angiologie, Intensivmedizin, Universitätsmedizin Mannheim, Theodor-Kutzer-Ufer 1, 68167, Mannheim, Deutschland. | Deutsches Zentrum für Herz-Kreislauf-Forschung (DZHK), Ruprecht-Karls-Universität Heidelberg, Medizinische Fakultät Mannheim, Mannheim, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/41160164/
41160163,[Pacemaker programming in the context of electrical cardioversion].,Bogossian Harilaos,Bogossian Harilaos; Iliodromitis Konstantinos; Robl Sebastian; Lemke Bernd,"Klinik für Kardiologie und Rhythmologie, Evangelisches Krankenhaus Hagen-Haspe, Brusebrinkstraße 20, 58135, Hagen, Deutschland. bogossian@evk-haspe.de. | Universität Witten/Herdecke, Witten, Deutschland. bogossian@evk-haspe.de. | Klinik für Kardiologie und Rhythmologie, Evangelisches Krankenhaus Hagen-Haspe, Brusebrinkstraße 20, 58135, Hagen, Deutschland. | Universität Witten/Herdecke, Witten, Deutschland. | Klinik für Kardiologie, Elektrophysiologie und Angiologie, Klinikum Lüdenscheid, Märkische Kliniken GmbH, Paulmannshöher Str. 14, 58515, Lüdenscheid, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/41160163/
41160159,[Thoracoabdominal impalement injury with aortic involvement : Case report and review of the literature].,Strohmann T,Strohmann T; Schöttes P; Richter J; Albert M; Adamczewski O; Krahn H; Stahl J-P,"Fakultät für Gesundheit, Universität Witten/Herdecke, Witten, Deutschland. | Klinik für Unfall‑, Hand- und Wiederherstellungschirurgie, Klinikum Dortmund gGmbH, Münsterstr. 240, 44145, Dortmund, Deutschland. | Fakultät für Gesundheit, Universität Witten/Herdecke, Witten, Deutschland. jensalexander.richter@klinikumdo.de. | Klinik für Unfall‑, Hand- und Wiederherstellungschirurgie, Klinikum Dortmund gGmbH, Münsterstr. 240, 44145, Dortmund, Deutschland. jensalexander.richter@klinikumdo.de. | Klinik für Thoraxchirurgie, Klinikum Dortmund, Dortmund, Deutschland. | Radiologische Klinik, Klinikum Dortmund, Dortmund, Deutschland. | Chirurgische Klinik, Klinikum Dortmund, Dortmund, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/41160159/
41160158,[Plate osteosynthesis in patellar fractures : Technique and implementation in the practice].,Kylies Julian,Kylies Julian; Frings Jannik; Frosch Karl-Heinz; Krause Matthias,"Department of Trauma and Orthopaedic Surgery, University Medical Center Hamburg-Eppendorf, Martinistraße 52, 20246, Hamburg, Deutschland. | Department of Trauma Surgery, Orthopaedics and Sports Traumatology, BG Klinikum Hamburg, Hamburg, Deutschland. | Department of Trauma and Orthopaedic Surgery, University Medical Center Hamburg-Eppendorf, Martinistraße 52, 20246, Hamburg, Deutschland. kniechirurgie@uke.de.",https://pubmed.ncbi.nlm.nih.gov/41160158/
41160157,[As a surgeon in Tanzania : Experiences from working in a Lutheran Hospital in South Tanzania].,Kronenberg Werner,Kronenberg Werner,"Ilembula Lutheran Hospital, PO Box 14, Ilembula, Tansania. Werner-Kronenberg@web.de.",https://pubmed.ncbi.nlm.nih.gov/41160157/
41160148,[Contemporary management of endocarditis].,de Waha Suzanne,de Waha Suzanne; Marín-Cuartas Mateo; Uhlemann Madlen; de la Cuesta Manuela; Desch Steffen; Tilz Roland R; Borger Michael A,"Universitätsklinik für Herzchirurgie, Herzzentrum Leipzig, Universität Leipzig, Strümpellstr. 39, 04289, Leipzig, Deutschland. s-dw@gmx.net. | Klinik für Rhythmologie, Universitäres Herzzentrum Lübeck, Universitätsklinikum Schleswig-Holstein, Campus Lübeck, Lübeck, Deutschland. s-dw@gmx.net. | Universitätsklinik für Herzchirurgie, Herzzentrum Leipzig, Universität Leipzig, Strümpellstr. 39, 04289, Leipzig, Deutschland. | Universitätsklinik für Kardiologie, Herzzentrum Leipzig, Universität Leipzig, Leipzig, Deutschland. | Klinik für Rhythmologie, Universitäres Herzzentrum Lübeck, Universitätsklinikum Schleswig-Holstein, Campus Lübeck, Lübeck, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/41160148/
41160146,"[Medical history for musculoskeletal pain : When we talk to patients, we get exciting information].",Locher Hermann,Locher Hermann,"Orthopädie und Unfallchirurgie, Zentrum für Orthopädische, Unfallchirurgische und Allgemeine Schmerztherapie, Lindauerstr. 16, 88069, Tettnang, Deutschland. derlocher@gmx.de. | Technische Universität München, Klinikum rechts der Isar, München, Deutschland. derlocher@gmx.de.",https://pubmed.ncbi.nlm.nih.gov/41160146/
41160139,[Swallowed razor blades and other dangerous objects-who's under more pressure?].,Möckel Martin,Möckel Martin; Michl Susanne,"Notfall- und Akutmedizin, ZNA Campus Mitte und Virchow-Klinikum, Charité - Universitätsmedizin Berlin, Charitéplatz 1, 10117, Berlin, Deutschland. martin.moeckel@charite.de. | Institut für Geschichte der Medizin und Ethik in der Medizin, Charité - Universitätsmedizin Berlin, Berlin, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/41160139/
41160119,[Conditioning and systemic treatment before extensive liver resection].,El-Ahmar Mohammad,El-Ahmar Mohammad; Hermann Maike; Abdelhadi Shaima; Sandra-Petrescu Flavius; Reißfelder Christoph,"Chirurgische Klinik, Universitätsklinikum Mannheim, Medizinische Fakultät Mannheim, Universität Heidelberg, Theodor-Kutzer-Ufer 1-3, 68167, Mannheim, Deutschland. christoph.reissfelder@umm.de.",https://pubmed.ncbi.nlm.nih.gov/41160119/
41160114,[How practices can protect themselves from cybercrime].,Schneider Michaela,Schneider Michaela,", Würzburg, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/41160114/
41152621,[Therapy of substance use disorders in correctional settings].,Soyka Michael,Soyka Michael,"Psychiatrische Klinik, Universität München, Nussbaumstr. 7, 80336, München, Deutschland. Michael.soyka@med.uni-muenchen.de.",https://pubmed.ncbi.nlm.nih.gov/41152621/
41152489,[Chronic scarring plaques: a leap forward in treatment].,Lammer Maximilian,Lammer Maximilian; Bellmann Paul; Böckle Barbara C,"Abteilung für Dermatologie und Venerologie, Medizinische Universität Innsbruck, Anichstr. 35, 6020, Innsbruck, Österreich. maximilian.lammer@i-med.ac.at. | Abteilung für Dermatologie und Venerologie, Medizinische Universität Innsbruck, Anichstr. 35, 6020, Innsbruck, Österreich.",https://pubmed.ncbi.nlm.nih.gov/41152489/
41151765,The Aorta: New Guidelines and the Role of Radiology.,Taron Jana,Taron Jana; Schlett Christopher L; Bamberg Fabian; Soschynski Martin,"Department of Radiology, Medical Center - University of Freiburg, Freiburg, Germany.",https://pubmed.ncbi.nlm.nih.gov/41151765/
41151764,Seminar on the introduction to research in radiology - design and evaluation of a practical teaching concept.,Surov Alexey,Surov Alexey; Kröger Jan Robert; Borggrefe Jan,"Department of Radiology, Neuroradiology and Nuclear Medicine, Johannes Wesling Hospital Minden, Minden, Germany.",https://pubmed.ncbi.nlm.nih.gov/41151764/
41151761,Scoping Review Protocol: Quality of Life in Children with Active Middle Ear Implants.,Hoffmann Vanessa,Hoffmann Vanessa; Leichtle Anke; Bruchhage Karl-Ludwig,"Health, HAW Hamburg, Hamburg, Germany. | Klinik für Hals Nasen und Ohrenheilkunde, Universitätsklinikum Schleswig-Holstein Campus Lübeck Klinik für Hals Nasen und Ohrenheilkunde, Lubeck, Germany. | Klinik und Poliklinik für Hals-, Nasen- und Ohrenheilkunde, Universitätsklinikum Schleswig-Holstein Campus Lübeck HNO Klinik, Lubeck, Germany.",https://pubmed.ncbi.nlm.nih.gov/41151761/
41151617,[News about gout].,Tausche Anne-Kathrin,Tausche Anne-Kathrin,"",https://pubmed.ncbi.nlm.nih.gov/41151617/
41151616,[Nontuberculous Mycobacteria: Diagnostic Challenges and Individualized Therapeutic Approaches].,Terhalle Elena,Terhalle Elena; Rademacher Jessica,"Pneumologie Süderelbe, Facharztpraxis für Pneumologie, Infektiologie und Allergologie, Hamburg. | Klinik für Pneumologie und Infektiologie, Medizinische Hochschule Hannover, Hannover.",https://pubmed.ncbi.nlm.nih.gov/41151616/
41151615,[KDIGO-Update: Treatment of ANCA vasculitis].,Kettritz Ralph,Kettritz Ralph,"Nephrologie und Internistische Intensivmedizin Charité-Universitätsmedizin Berlin, Charité-Universitätsmedizin, Berlin. | a joint cooperation between the Charité Medical Faculty and the Max-Delbrück Center for Molecular Medicine, Experimental and Clinical Research Center, Berlin.",https://pubmed.ncbi.nlm.nih.gov/41151615/
41151614,[Peritoneal dialysis - the quiet alternative with a big impact].,Stäbler Chiara,Stäbler Chiara; Schulte Kevin; Scharenberg Anna Yamina,"Abteilung für Allgemeine Innere Medizin und Nephrologie, Robert-Bosch-Krankenhaus, Stuttgart, Deutschland. | Klinik für Nieren- und Hochdruckkrankheiten, Christian-Albrechts-Universität, Kiel, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/41151614/
41151613,[Heart failure in Germany: epidemiology and recent developments].,Rudolph Josefine,Rudolph Josefine; von Haehling Stephan,"Klinik für Kardiologie und Pneumologie, Universitätsmedizin Göttingen, Göttingen. | DZHK - Standort Niedersachsen (Deutsches Zentrum für Herz- und Kreislaufforschung e.V.), Niedersachsen.",https://pubmed.ncbi.nlm.nih.gov/41151613/
41151612,[Current progress and latest therapeutic options in immuno-oncology].,Kobold Sebastian,Kobold Sebastian; Müller Rasmus,"Abteilung für Klinische Pharmakologie, Klinikum der Universität München, Medizinische Klinik und Poliklinik IV. | Partner Standort München, eine Partnerschaft zwischen dem DKFZ Heidelberg und dem LMU Klinikum München, Deutsches Konsortium für Translationale Krebsforschung (DKTK), München. | Deutsches Zentrum für Lungenforschung, München, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/41151612/
41151611,[Crohn's disease - the new European guidelines on therapeutics].,Hof Teresa,Hof Teresa; Neeff Hannes; Hasselblatt Peter,"Klinik für Innere Medizin II, Universitätsklinikum Freiburg, Freiburg. | Klinik für Allgemein- und Viszeralchirurgie, Universitätklinikum Freiburg, Freiburg.",https://pubmed.ncbi.nlm.nih.gov/41151611/
41151610,[22-year-old patient with deep vein thrombosis and distended abdomen].,Muehlenberg Klaus,Muehlenberg Klaus; Zorger Niels; Piso Pompiliu,"Klinik für Gastroenterologie und interventionelle Endoskopie, Krankenhaus Barmherzige Brüder, Regensburg. | Institut für Radiologie, Neuroradiologie und Nuklearmedizin, Krankenhaus Barmherzige Brüder, Regensburg. | Klinik für Allgemein- und Viszeralchirurgie, Krankenhaus Barmherzige Brüder, Regensburg.",https://pubmed.ncbi.nlm.nih.gov/41151610/
41151602,[Very old Patients in the Intensive Care Unit - Balancing Benefits and Risks].,Otto Mareike,Otto Mareike; Bracht Hendrik; Breitsameter Christof; Brenner Thorsten; Dowideit Jens; Meybohm Patrick; Wittmann Sigrid; Kiefmann Rainer,"",https://pubmed.ncbi.nlm.nih.gov/41151602/
41151601,[The Circadian Rhythm: What Role do Sleep Disorders Play in Pain Management and Palliative Care?].,Jöbges Susanne,Jöbges Susanne; Wendt Heike; Hagemann Laura; Scholtz Kathrin; Spies Claudia; Tafelski Sascha,"",https://pubmed.ncbi.nlm.nih.gov/41151601/
41151600,[Circadian Medicine - How Relevant is It in Intensive Care Medicine?].,Kaden Judith,Kaden Judith; Engelhardt Lilian Jo; Hancke Laura; Lachmann Gunnar; Lütz Alawi,"",https://pubmed.ncbi.nlm.nih.gov/41151600/
41151599,[Circadian Medicine - How Relevant is it in Anesthesiology?].,Müller Anika,Müller Anika; Halzl-Yürek Fatima; Klaus Pilz Luísa,"",https://pubmed.ncbi.nlm.nih.gov/41151599/
41151598,[Anesthesiology in Rhythm].,Klaus Pilz Luísa,Klaus Pilz Luísa; Kramer Achim; Oster Henrik; Spies Claudia,"",https://pubmed.ncbi.nlm.nih.gov/41151598/
41148327,[Organ preservation or radical surgery? Modern surgical concepts within the complex interplay between function and oncology].,Spreda Miriam,Spreda Miriam; Protzel Chris,"Klinik für Urologie, Helios Kliniken Schwerin GmbH, Wismarsche Straße 393-397, 19049, Schwerin, Deutschland. | Klinik für Urologie, Helios Kliniken Schwerin GmbH, Wismarsche Straße 393-397, 19049, Schwerin, Deutschland. chris.protzel@helios-gesundheit.de.",https://pubmed.ncbi.nlm.nih.gov/41148327/
41148312,[Report of the Dermatopathology Working Group of the German Society of Pathology].,Braun Stephan A,Braun Stephan A; Ihrler Stephan,"Klinik für Hautkrankheiten, Universitätsklinikum Münster, Von-Esmarch-Str. 58, 48149, Münster, Deutschland. stephanalexander.braun@ukmuenster.de. | Klinik für Dermatologie, Medizinische Fakultät, Heinrich-Heine-Universität, Düsseldorf, Deutschland. stephanalexander.braun@ukmuenster.de. | DERMPATHMünchen, Gemeinschaftspraxis für Dermatopathologie, Kopf-Hals-Pathologie, Molekularpathologie, München, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/41148312/
41148311,[Report of the Working Group on the History and Ethics of Pathology of the German Society of Pathology : 2025 Annual Meeting of the German Society of Pathology in Leipzig from 12-14 June 2025].,Braunschweig T,Braunschweig T; Schierle K,"Institut für Pathologie, Ludwig-Maximilians-Universität München, München, Deutschland. till.braunschweig@med.uni-muenchen.de. | Institut für Pathologie, SLK Kliniken Heilbronn, Heilbronn, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/41148311/
41148310,Michael J. Mihatsch : 11.07.1943–19.09.2025.,Bubendorf Lukas,Bubendorf Lukas; Dirnhofer Stefan; Kölzer Viktor; Mertz Kirsten,"Institut für Medizinische Genetik und Pathologie, Universitätsspital Basel, Schönbeinstrasse 40, 4031, Basel, Schweiz. | Institut für Medizinische Genetik und Pathologie, Universitätsspital Basel, Schönbeinstrasse 40, 4031, Basel, Schweiz. stefan.dirnhofer@usb.ch.",https://pubmed.ncbi.nlm.nih.gov/41148310/
41148298,Fortbildungen des BDI.,"","","",https://pubmed.ncbi.nlm.nih.gov/41148298/
41148297,Krankenhausreform.,"","","",https://pubmed.ncbi.nlm.nih.gov/41148297/
41148296,"[""I'll sleep when I'm dead""-Sleep medicine in the spotlight].",Schöbel Christoph,Schöbel Christoph; Vogelmeier Claus F,"Universitätsmedizin Essen, Ruhrlandklinik, Westdeutsches Lungenzentrum am Universitätsklinikum Essen gGmbH, Tüschener Weg 40, 45239, Essen, Deutschland. christoph.schoebel@rlk.uk-essen.de. | Klinik für Innere Medizin mit Schwerpunkt Pneumologie, Intensiv- und Schlafmedizin, Universitätsklinikum Marburg, Baldingerstraße, 35043, Marburg, Deutschland. claus.vogelmeier@med.uni-marburg.de.",https://pubmed.ncbi.nlm.nih.gov/41148296/
41148271,Mitteilungen der ÖGGG.,"","","",https://pubmed.ncbi.nlm.nih.gov/41148271/
41148268,Mitteilungen des BV Geriatrie.,"","","",https://pubmed.ncbi.nlm.nih.gov/41148268/
41148267,[Innovation in geriatric rehabilitation].,Benzinger Petra,Benzinger Petra; Bauer Jürgen M,"Medizinische Fakultät, Geriatrisches Zentrum am Universitätsklinikum Heidelberg, Universität Heidelberg, Rohrbacher Straße 149, 69126, Heidelberg, Deutschland. petra.benzinger@agaplesion.de. | Medizinische Fakultät, Geriatrisches Zentrum am Universitätsklinikum Heidelberg, Universität Heidelberg, Rohrbacher Straße 149, 69126, Heidelberg, Deutschland. juergen.bauer@agaplesion.de.",https://pubmed.ncbi.nlm.nih.gov/41148267/
41148265,[Tinea pubogenitalis caused by Trichophyton mentagrophytes genotype VII].,Gerdes Ana-Lee,Gerdes Ana-Lee; Kreuter Alexander; Müller Valentina Laura,"Klinik für Dermatologie, Venerologie und Allergologie, Helios St. Johannes Klinikum Duisburg, Dieselstr. 185, 47166, Duisburg, Deutschland. | Klinik für Dermatologie, Venerologie und Allergologie, Helios St. Elisabeth Klinik Oberhausen, Universität Witten/Herdecke, Oberhausen, Deutschland. | Klinik für Dermatologie, Venerologie und Allergologie, Helios St. Johannes Klinikum Duisburg, Dieselstr. 185, 47166, Duisburg, Deutschland. Valentinalaura.mueller@helios-gesundheit.de.",https://pubmed.ncbi.nlm.nih.gov/41148265/
41145866,[Prison medicine and medical care-experiences from practice].,Peiffer Ulrich,Peiffer Ulrich,"ehem. Ärztlicher Dienst, Freie Hansestadt Bremen, Justizvollzugsanstalt Bremen, Am Fuchsberg 3, 28239, Bremen, Deutschland. ulrich.peiffer@jva.bremen.de.",https://pubmed.ncbi.nlm.nih.gov/41145866/
41145121,[Therapy Management of PARP Inhibitor Combinations in mCRPC Clinical Practice].,Retz Margitta,Retz Margitta; Borkowetz Angelika; Wittenzellner Katja; Aga-Barfknecht Heja; von Amsberg Gunhild,"Urologische Klinik und Poliklinik, TUM Universitätsklinikum Rechts der Isar, München, Deutschland. | Klinik und Poliklinik für Urologie, Universitätsmedizin Rostock, Rostock, Deutschland. | Medical Affairs Oncology, Pfizer Pharma GmbH, Berlin, Deutschland. | Onkologisches Zentrum/ Martini-Klinik, Universitätsklinikum Hamburg-Eppendorf, Hamburg, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/41145121/
41145119,[Challenges for Patients and Staff in Mother-/Father-Child Prevention and Rehabilitation Clinics during the COVID-19 Pandemic from the Perspective of Senior Clinic Representatives].,Habermann Julia,Habermann Julia; Kirsch Claudia; Noeres Dorothee; Hauser Deborah; Förster Monique,"Experimentelle Phoniatrie der HNO-Klinik, Medizinische Hochschule Hannover, Hannover, Germany. | Lehrstuhl für Kriminologie, Ruhr-Universität Bochum, Bochum, Germany. | Medizinische Soziologie, Medizinische Hochschule Hannover, Hannover, Germany.",https://pubmed.ncbi.nlm.nih.gov/41145119/
41145118,[DNVF Memorandum Participatory Health Services Research (Part 1)].,Brütt Anna Levke,Brütt Anna Levke; Borgmann Sandra; Buchholz Eva; Burggraf Larissa; Engler Jennifer; Fischer Florian; Holetzek Tim; Houwaart Stefanie; Icks Andrea; Jagoda Franziska; Kernebeck Sven; Kersting Christine; Krieger Theresia; Kugler Charlotte; Kuske Silke; Lander Jonas; Messer Melanie; Muche-Borowski Cathleen; Münte Catharina; Röper Anna-Lena; Salm Sandra; Schindel Daniel; Schreiter Stefanie; Teupen Sonja; von Peter Sebastian; Farin-Glattacker Erik,"Institut und Poliklinik für Medizinische Psychologie, Universitätsklinikum Hamburg-Eppendorf, Hamburg, Germany. | Department für Versorgungsforschung, Carl von Ossietzky Universität Oldenburg, Oldenburg, Germany. | Institut für Versorgungsforschung und Gesundheitsökonomie, Deutsches Diabetes-Zentrum, Leibnitz Zentrum für Diabetesforschung an der Heinrich-Heine-Universität Düsseldorf, Düsseldorf, Germany. | Institut für Versorgungsforschung und Gesundheitsökonomie, Centre for Health and Society, Medizinische Fakultät und Universitätsklinikum Düsseldorf, Heinrich Heine Universität Düsseldorf, Düsseldorf, Germany. | Deutsches Zentrum für Diabetesforschung e. V., Neuherberg, Germany. | Zentrum für Versorgungsforschung Brandenburg (ZVF-BB), Medizinische Hochschule Brandenburg Theodor Fontane, Brandenburg, Germany. | Abteilung Soziologie, Pädagogische Hochschule Schwäbisch Gmünd, Schwäbisch Gmünd, Germany. | Institut für Allgemeinmedizin, Goethe-Universität Frankfurt am Main, Frankfurt, Germany. | Sachgebiet Kommunikation, Wissenschaft und Gesundheitsförderung, Gesundheitsamt Frankfurt am Main, Frankfurt, Germany. | Bayerisches Zentrum Pflege Digital, Hochschule für angewandte Wissenschaften Kempten, Kempten, Germany. | Institut für Sozialmedizin und Epidemiologie, Medizinische Hochschule Brandenburg Theodor Fontane, Brandenburg an der Havel, Germany. | BRCA-Netzwerk e.V. - Hilfe bei familiären Krebserkrankungen, Bonn, Germany. | partieval - Vermittlung partizipativer Kompetenzen, Prozessbegleitung und Evaluation im Bereich Gesundheit GmbH, Aachen, Germany. | Department für Pflegewissenschaft , Universität Witten/Herdecke, Witten, Germany. | Fachbereich Gesundheit, Fachhochschule Münster, Münster, Germany. | Institut für Allgemeinmedizin und Ambulante Gesundheitsversorgung (iamag), Universität Witten/Herdecke, Witten, Germany. | Fachbereich Medizinische Psychologie, Universität zu Köln, Köln, Germany. | Institut für Versorgungs- und Gesundheitssystemforschung (IVGF), Medizinische Hochschule Brandenburg Theodor Fontane, Brandenburg, Germany. | Forschungsbereich Versorgungs- und Implementierungsforschung, Fliedner Fachhochschule Düsseldorf, Düsseldorf, Germany. | Institut für Epidemiologie, Sozialmedizin und Gesundheitssystemforschung, Medizinische Hochschule Hannover, Hanover, Germany. | Institut für Pflegewissenschaft, Universitätsklinikum Würzburg, Würzburg, Germany. | Lehrstuhl für Pflegewissenschaft, Universität Würzburg, Würzburg, Germany. | Institut für Allgemeinmedizin, Universitätsklinikum Hamburg Eppendorf, Hamburg, Germany. | Institut für Allgemeinmedizin und Palliativmedizin, Medizinische Hochschule Hannover, Hanover, Germany. | Deutsche Multiple Sklerose Gesellschaft, Bundesverband e.V., Hannover, Germany. | MS Forschungs- und Projektentwicklungs-gGmbH, Deutsches MS-Register, Hannover, Germany. | Institut für Medizinische Soziologie, Charité - Universitätsmedizin Berlin, Berlin, Germany. | Institut für Soziale Gesundheit , Katholische Hochschule für Sozialwesen Berlin, Berlin, Germany. | Klinik für Psychiatrie und Psychotherapie, Charité - Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt-Universität zu Berlin, Berlin, Germany. | Arbeitsgruppe Methoden in der Versorgungsforschung, Deutsches Zentrum für Neurodegenerative Erkrankungen e.V. (DZNE), Standort Witten, Witten, Germany. | Fakultät für Gesundheit, Department für Pflegewissenschaft, Universität Witten/Herdecke, Witten, Germany. | Universitätsklinik für Psychiatrie und Psychotherapie Rüdersdorf, Medizinische Hochschule Brandenburg, Rüdersdorf, Germany. | Sektion Versorgungsforschung und Rehabilitationsforschung, Universitätsklinikum Freiburg, Medizinische Fakultät, Universität Freiburg, Freiburg, Germany.",https://pubmed.ncbi.nlm.nih.gov/41145118/
